5	64	0.45	13	3	145
95	145209	145210	149370	149371	149372	145212	145213	149373	145341	145340	141308	137276	137275	133178	129081	129082
96	112650	116682	120714	116554	116553	116552	120584	120585	120586	120587	116555	116556	120716	124876	129036	128973
97	137096	141256	141255	145415	149447	149446	153606	149574	149573	153605	153604	149444	145412	141315	141314	141250
98	116732	120892	120891	116859	112699	112698	112697	116729	120761	116601	120633	120632	124792	128952	128953	124921
99	116721	112689	112690	112691	116723	120883	120884	116852	112692	112693	116725	120821	120886	125046	129143	125111
100	133200	129104	129040	124943	120848	116816	112656	112657	112658	116690	116691	120851	120852	124949	125013	125077
101	137011	137010	137009	141169	137137	141297	141298	141299	137139	141171	141172	137140	137141	137206	133174	137334
102	136972	132812	132811	136971	136970	141130	141129	145289	145288	149448	149449	145417	141322	137227	133132	129100
103	145669	145668	149700	149701	149702	145670	145671	149703	149704	149705	145545	141450	137354	137291	137228	137292
104	145556	145557	149589	153621	149461	149460	153620	153619	149587	145427	141267	137107	137108	137173	133141	129044
105	129331	129330	129329	129328	129327	125167	121135	121134	121133	116973	116974	121006	125101	129133	133229	133164
106	145445	149477	149478	145318	149350	149351	149352	149353	145321	141161	137001	137002	132970	133035	133036	137131
107	128815	128816	124784	120624	120623	116591	116590	120622	124782	128814	132974	132975	128943	129006	129005	133102
108	116975	116976	121136	125168	125169	121137	116977	121009	116849	120881	120880	125040	125039	129134	129197	129196
109	136997	141157	137125	132965	128933	128934	133094	137126	141286	141285	137253	133156	137251	133154	133153	129121
110	132840	137000	136999	136998	132966	128806	124709	120612	120611	116579	116578	116577	116640	120800	124960	120864
111	120610	120609	120608	120607	116575	116574	120606	124701	124765	120605	116573	116638	116702	120799	120863	120928
112	149455	149456	153616	153617	149585	149586	153618	149458	149457	145425	141393	141394	141395	137300	133204	133269
113	128830	128831	132991	137024	136961	132801	128769	128770	124674	120578	116546	116547	120707	124867	124866	128961
114	145685	149717	149718	145558	145559	149719	149720	149721	145689	145688	145687	145686	141526	137366	137302	133207
115	132827	132826	136986	132954	132955	132956	128796	132828	132829	132830	132831	136991	137056	133024	128929	124832
116	145710	145711	149743	149742	149741	145709	145708	145707	145706	141546	141545	137385	141417	137322	133162	137259
117	133096	129064	133224	137384	141416	145576	149736	145704	145705	149737	149738	149739	145579	141419	137323	137387
118	121106	121105	125137	120977	125073	125010	129106	133202	137234	141266	137106	133074	133075	133140	133205	137301
119	129203	125171	121011	116979	116980	116981	121013	116853	116854	116855	116856	116857	121017	125112	125047	129079
120	125032	120872	116840	112680	112681	116713	120873	120874	116842	112682	112683	116715	120875	124972	124908	124909
121	116593	116592	120752	120751	116719	112687	112688	116848	116847	116846	112686	116718	120878	124973	129069	133166
122	121005	116845	116844	112684	116716	116717	120749	120748	116588	116587	116586	120746	124906	129003	133100	133165
123	149339	149340	145180	145181	149341	145309	141214	141150	136990	132958	128798	128799	124767	124831	128928	133023
124	149621	153653	153652	153651	149619	145587	145588	141493	141557	145717	145718	145719	141559	137399	137336	137337
125	145554	149714	149715	145683	145684	141524	141523	137491	133459	129299	129298	133330	133267	129172	133268	137365
126	145206	145207	145208	149368	149367	149366	149365	149364	145332	145333	149493	149494	145462	141366	137271	133239
127	121151	121088	116928	116991	116990	121150	121149	121148	121147	121146	125178	129338	133370	133305	129145	125048
128	149759	145727	145664	145665	149697	149696	145536	141440	141439	141438	137278	133246	133247	133120	129024	133056
129	116566	116567	120599	120598	120597	116565	120725	116693	116694	112662	112663	116695	120727	124887	124951	125014
130	120724	124756	128788	128787	132819	132818	132817	128785	128784	132816	132815	128783	132943	133006	137102	137166
131	112665	112666	116826	116827	112667	116699	116698	116697	116696	112664	116824	120856	120855	124950	129047	129110
132	120849	116817	116818	116819	112659	112660	112661	116821	116822	116886	116950	116951	120983	125078	129173	129108
133	129301	133461	133460	137492	137493	137494	133462	129302	125205	121109	121108	116948	120980	125012	129109	129174
134	125147	129307	133339	137371	141531	141530	137498	137497	133465	133464	133463	137495	133335	129175	133270	133206
135	116614	120709	120773	116676	116675	116674	116673	116672	116735	116734	120894	124926	124927	128960	133057	128897
136	141555	137395	137396	133236	137268	137267	137266	133106	133107	129075	129076	125044	125045	124982	124983	129080
137	153648	153647	149487	149488	145328	149360	149361	145201	145200	145199	141167	137135	141295	137198	137133	141293
138	137379	133347	137507	137508	133348	129316	133476	133475	133474	133473	129313	129314	133346	133281	133216	137248
139	120596	116564	116563	120595	120594	116562	116561	120593	124753	128913	128912	128976	124879	128974	133069	137165
140	129296	133328	133329	137361	141521	141520	145552	149584	149583	153615	153614	149582	145422	141262	141325	137229
141	116607	116606	120766	120765	116605	116604	116603	120635	120634	124794	120762	116730	120890	124985	124984	125049
142	136968	141128	141127	136967	132935	128775	128774	132806	136966	136965	141125	145285	141253	141252	137092	132996
143	149316	149317	149318	149319	149320	145160	145159	145158	145157	145156	145155	149315	145283	141251	141186	137091
144	133454	133453	129293	129292	133452	137484	137485	137486	137487	133455	129295	129294	133326	133261	129101	129038
