5	64	0.45	13	3	145
0	145672	145673	145674	145675	145676	141516	145548	149580	149581	153613	149453	149452	145292	141260	137164	141261
1	153644	153645	153646	149486	145326	145325	149485	149484	149483	153643	149611	149612	145580	141420	137325	133228
2	132857	128825	128824	132856	132855	137015	137016	137017	141114	141179	137147	141307	141306	137209	137272	141432
3	149729	145697	145696	145695	149727	149726	149725	145693	145694	141534	137502	137503	133343	129183	133215	129119
4	145540	145541	141381	141382	137350	141510	141511	137479	137480	137481	137482	133322	129162	129099	133196	129164
5	137277	141437	145469	149501	153661	153660	153659	149499	149498	145338	145337	141177	141176	137144	133112	137208
6	145205	145204	145203	149363	149362	145202	141170	145330	149490	149491	145459	145460	141365	137270	137207	141304
7	133503	133440	133441	133442	133443	137475	141507	141506	145666	149698	149699	145539	141442	141378	137218	137219
8	137515	133483	133482	129322	129323	129324	129325	129326	133486	133485	133484	137516	141548	137388	133292	133293
9	145677	145678	141518	145550	149710	149709	149708	149707	149706	145546	149578	145418	141258	137163	137099	137100
10	149325	149326	145294	145295	141135	141136	136976	136975	136974	132814	128782	124750	124815	128910	133070	133133
11	153641	153640	149608	149607	149606	145446	141414	141415	137255	141287	137127	137128	137129	137194	141291	137195
12	116932	116933	121093	121092	121091	116931	116930	116929	121089	121090	125122	125123	125058	129090	129027	128963
13	137245	137244	133084	133083	128988	124891	124890	129050	125018	125019	125020	120860	120861	124958	129054	124959
14	141567	141566	145726	149758	145598	149630	149631	153663	149503	149502	145470	141310	141311	137152	137217	141249
15	116548	120580	120581	124676	128773	132805	132804	132803	132802	136962	136963	136964	141124	141187	137155	133059
16	120763	124923	128955	132987	128827	128828	128829	132861	132862	132863	132800	136960	132928	132993	133058	133122
17	153650	153649	149617	149618	145586	141426	141425	145457	145456	149616	149615	149614	145454	141357	141356	141292
18	116581	120613	120614	116582	120742	120741	120740	124900	128932	133092	137124	137123	137187	133090	128993	124898
19	145299	149331	145171	145170	149330	149329	145297	145296	141264	137168	137232	141392	141391	141326	137230	133198
20	133456	133457	133458	137490	141522	145682	145681	149713	149712	149711	145679	141519	137359	137294	141389	137293
21	137509	133477	133478	133479	129319	129320	129321	133481	133480	137512	137513	137514	133354	133291	133226	129066
22	133350	129318	125158	125157	120997	116965	116964	120996	116836	112676	112675	116707	116706	120801	120736	124833
23	124925	129085	129084	133244	129212	129213	125053	125054	121022	121023	120960	125120	129152	129089	129026	133121
24	120728	116568	120600	120601	120602	120603	124763	124762	128794	128793	128792	124760	128920	128983	133143	133142
25	141276	141275	145435	149467	149468	153628	149596	145564	141404	137372	137373	141470	141406	137311	133279	133214
26	116942	116943	120975	116815	112655	112654	116814	116813	112653	112652	116812	116811	120843	124939	128971	133131
27	141288	145320	149480	149479	153639	153638	153637	153636	153635	153634	149474	145314	141282	137185	133088	128992
28	116806	112646	112647	112648	116680	120775	120839	124871	128966	128902	124805	124740	128835	132995	137090	132994
29	116978	121138	121139	121140	125172	125173	129333	133365	133364	137524	137525	137526	133366	133303	133304	129209
30	133191	129159	129160	133320	129288	129287	133447	133446	133445	137477	137476	141508	137348	137283	133123	133187
31	141540	141476	145573	149733	149668	149731	149667	149602	149601	149665	145568	141536	141472	137312	133280	129184
32	137405	141565	145725	149757	149692	149756	145596	141564	137532	133372	133371	137403	137339	133242	133177	133241
33	132823	132824	136984	136983	132951	132950	132949	136981	132821	132822	128790	124758	124822	128982	124886	129046
34	137224	137225	133065	137097	132937	136969	132809	132808	128776	128777	128778	128779	132939	133004	128908	128909
35	141272	137112	137113	133081	128921	124889	120729	116569	116570	116571	116572	120732	124829	124894	124895	124896
36	136985	141145	145305	149465	149466	153626	153627	149595	149594	149593	145433	141401	141400	137303	133271	129111
37	116850	120882	125042	129202	133234	133233	129073	129072	133104	137264	137328	141423	141359	137262	133230	129070
38	133488	133489	133490	137522	133362	133361	129201	129200	133295	137392	141487	145582	145581	141421	137261	137324
39	116683	116684	116685	116686	116687	116688	120720	120721	120722	124882	124883	128915	128916	128981	129045	133077
40	137511	133351	129191	133223	133222	137317	137381	133349	129189	129188	129187	125155	125154	125089	125024	129120
41	132946	132945	137105	141137	145169	145168	149328	149327	145167	145166	145165	141133	136973	132941	133005	137101
42	145192	145193	145194	145195	149355	149354	145322	149482	153642	149610	149609	145449	145450	141355	137260	133163
43	121098	116938	116937	116936	121096	121095	125127	125126	129158	133318	133317	137349	133189	133124	128964	128899
44	128804	128805	132837	132838	132839	128807	124775	120615	116583	116584	120744	120745	124905	129002	133098	137258
45	145715	145716	149748	149749	149750	145590	149622	153654	153655	149623	149624	145529	145465	141368	141367	141303
46	137523	133491	133492	133493	133494	129334	129335	133495	133496	133497	129337	129336	125176	129208	129207	129144
47	125051	129211	125179	125180	125181	125182	129342	129343	133375	129215	125055	120895	120832	124929	124993	124930
48	153631	153632	153633	149473	145441	145440	145439	149599	149598	149597	145437	145438	141278	137183	133151	128991
49	128904	124808	124743	120583	120582	116550	116551	116616	116681	120841	124873	124810	128906	133003	133068	128972
50	137369	141529	141528	145560	149592	153624	153623	153622	149590	145430	145429	145428	141268	137236	137237	137238
51	153629	153630	149470	149471	145311	149343	149342	145182	145183	145184	149344	145312	141152	137120	137184	133087
52	116934	116935	120967	120968	116808	116809	116810	120970	120971	116939	116940	116941	120973	125005	125004	124941
53	149322	149321	145161	145162	145163	145164	149324	149323	145291	149451	153611	149579	145419	141324	141388	137356
54	129305	129306	133466	133467	137499	137500	137501	133469	133468	129308	129309	125149	125086	125023	129055	129056
55	149450	153610	153609	153608	149576	149575	145543	145544	141384	137352	137353	133193	129098	133195	129035	133067
56	145691	145692	149724	149723	149722	145562	141402	137242	133210	133211	133212	129180	129181	129118	133150	137247
57	116966	116967	121127	121126	121125	121124	121123	121122	116962	116963	120995	116835	120867	124962	124897	120865
58	120756	120755	124787	120627	120628	116596	116597	120629	124789	128821	128822	128823	124791	128951	129016	124919
59	121114	121113	116953	116954	116955	116956	121116	121117	121118	121119	116959	116894	116830	120927	125087	125022
60	132836	132835	132834	136994	136993	132833	132832	128800	128801	128802	124770	124771	128931	128994	129058	125026
61	120989	120988	116828	112668	116700	116701	112669	112670	112671	112672	112673	112674	116834	120929	124961	125025
62	132841	132842	128810	128809	128808	124776	120616	120617	120618	120619	120620	120621	124781	128941	128940	133037
63	137505	137504	133472	129312	129311	133471	133470	129310	125215	121120	121121	116961	116896	120992	125088	129185
64	149335	149334	145174	145175	145176	145177	149337	149336	145304	149464	149463	145431	141271	137239	133144	129048
65	112694	112695	112696	116728	116727	116726	120758	116598	120630	120631	116599	116600	120760	124920	129017	129018
66	116838	120870	120869	116709	112677	112678	112679	116711	120871	124903	128935	128936	128937	133034	133099	129067
67	149356	145196	145197	149357	149358	145198	141166	137006	137005	137004	137003	141163	141164	137132	137197	137196
68	141159	145191	145190	145189	149349	149348	145316	145315	149475	145443	145444	141412	137315	133218	129122	129057
69	141183	141182	145214	149374	149375	145215	145152	145153	145154	149314	149313	149312	145280	141185	137089	137154
70	121129	121130	121131	121132	116972	116971	116970	116969	116968	121128	125160	125161	129193	129130	129195	133227
71	149734	149735	145703	141543	141542	145702	145701	145700	145699	145698	141538	141474	141410	137313	133217	133152
72	129030	124998	124997	120837	116805	112645	112644	112643	116803	116804	120964	125060	129156	129091	133186	137282
73	133449	129289	129290	133450	133451	137483	133323	129291	125131	121099	121100	121101	125133	129165	133260	137357
74	128781	128780	124748	120588	120589	120590	120591	120592	116560	116559	116558	116557	120717	124877	124940	129037
75	141553	145713	145714	149746	149745	149744	145712	141552	137520	137519	137518	137517	137454	137389	137326	133294
76	133374	137534	137533	133501	129341	129340	133500	133499	133498	137530	137529	137528	141560	137400	133240	133176
77	124912	124913	128945	124785	128817	132849	132850	132851	132852	132853	137013	137014	132982	133047	133111	133110
78	149346	149345	145185	141153	141154	145186	145187	145188	141156	136996	136995	132963	132962	133025	133089	137249
79	116861	116860	112700	112701	112702	112703	112640	116800	116801	112641	112642	116802	120962	124994	124931	129028
80	121107	125139	120979	116947	116946	116945	116944	121104	121103	121102	125134	125071	129167	129102	133134	133197
81	116989	116988	116923	116987	116986	116985	121145	121144	116984	116983	121143	121142	125174	129206	133238	129142
82	137114	141274	145306	149338	145178	145179	141147	141148	136988	136989	132957	137117	133021	133086	128990	128927
83	141174	145334	145335	149495	149496	153656	153657	153658	149626	145531	145468	145467	141370	137273	133113	133114
84	141138	136978	136979	136980	141140	145172	149332	149333	145173	141141	141142	145302	141206	137174	133078	133079
85	149571	153603	149443	149442	149441	145409	149569	149570	153602	153601	153600	149568	145408	141313	137216	137153
86	121097	125129	120969	125001	125000	129032	129031	133063	137223	137222	141254	137094	132997	133060	137220	137156
87	125028	129060	129061	129062	125030	125031	120999	116904	121001	121002	121003	125163	125099	129131	129132	129068
88	133116	128956	124796	120636	120637	120638	120639	124799	124736	120576	116544	116545	120705	124865	128962	128898
89	137136	132976	137008	132848	132847	132846	132845	128813	128812	132844	132843	128811	124779	128939	129004	133101
90	125125	129285	129284	129283	133315	133314	129282	129281	133313	137473	137472	133312	137344	137281	133185	129025
91	120625	120626	116594	120754	124914	128946	132978	128818	128819	128820	132980	128948	128949	129014	129015	129078
92	137149	137150	133118	128958	128957	132989	137021	137020	132860	132859	132858	137018	132986	133049	133048	137143
93	125144	125207	121111	121112	116952	120984	120985	116825	120857	125017	129177	129178	133273	133208	129112	125015
94	145593	141498	141563	145723	145722	149754	149690	149753	145721	145720	149752	149751	145591	141431	137335	133175
